date,USSWAP10,JYSW10,ADSWAP10,EUSA10,BPSW10,NDSWAP10,SKSW10,SDSW10
2017/5/9,2.33,0.24,2.92,0.85,1.26,3.455,1.173,2.426
2017/5/10,2.33,0.25,2.91,0.85,1.24,3.43,1.1405,2.426
2017/5/11,2.31,0.26,2.88,0.83,1.22,3.3875,1.1445,2.425
2017/5/12,2.25,0.24,2.81,0.8,1.17,3.3297,1.105,2.39
2017/5/15,2.25,0.24,2.83,0.83,1.21,3.2945,1.113,2.335
2017/5/16,2.25,0.25,2.81,0.84,1.2,3.3,1.1095,2.345
2017/5/17,2.15,0.25,2.73,0.79,1.12,3.22,1.0855,2.3
2017/5/18,2.16,0.25,2.74,0.78,1.13,3.2375,1.055,2.2575
2017/5/19,2.17,0.24,2.72,0.8,1.15,3.2323,1.058,2.315
2017/5/22,2.19,0.24,2.73,0.83,1.16,3.2579,1.068,2.29
2017/5/23,2.22,0.24,2.75,0.84,1.16,3.2618,1.0795,2.2915
2017/5/24,2.19,0.24,2.7,0.84,1.16,3.25,1.0715,2.3125
2017/5/25,2.21,0.24,2.71,0.82,1.14,3.239,1.075,2.285
2017/5/26,2.2,0.23,2.67,0.79,1.12,3.1976,1.07,2.26
2017/5/29,2.2,0.23,2.68,0.78,1.11,3.22,1.06,2.31
2017/5/30,2.15,0.23,2.66,0.77,1.08,3.2129,1.05,2.283
2017/5/31,2.15,0.24,2.67,0.78,1.13,3.1932,1.0255,2.2715
2017/6/1,2.16,0.24,2.67,0.79,1.15,3.1665,1.0405,2.27
2017/6/2,2.11,0.24,2.64,0.78,1.13,3.195,1.0125,2.27125
2017/6/5,2.13,0.24,2.68,0.78,1.13,3.19,1.0275,2.235
2017/6/6,2.1,0.23,2.61,0.77,1.09,3.14,1.025,2.21
2017/6/7,2.13,0.23,2.66,0.76,1.09,3.16,1.0055,2.2275
2017/6/8,2.15,0.25,2.66,0.76,1.13,3.175,1.0095,2.245
2017/6/9,2.16,0.24,2.66,0.76,1.08,3.16,1.0055,2.2475
2017/6/12,2.16,0.24,2.67,0.74,1.06,3.17,0.9835,2.285
2017/6/13,2.19,0.25,2.65,0.76,1.11,3.1645,0.998,2.26
2017/6/14,2.11,0.24,2.61,0.72,1.03,3.115,0.988,2.225
2017/6/15,2.14,0.24,2.67,0.76,1.1,3.1325,1.045,2.1825
2017/6/16,2.12,0.24,2.68,0.75,1.09,3.1477,1.04,2.194
2017/6/19,2.17,0.24,2.7,0.76,1.11,3.17,1.0445,2.1315
2017/6/20,2.14,0.24,2.69,0.74,1.09,3.155,1.028,2.1625
2017/6/21,2.13,0.24,2.69,0.73,1.1,3.1525,1.052,2.1125
2017/6/22,2.1,0.24,2.66,0.72,1.11,3.14,1.02,2.14
2017/6/23,2.12,0.24,2.64,0.72,1.13,3.135,1.018,2.13
2017/6/26,2.12,0.24,2.63,0.72,1.13,3.135,1.0285,2.1325
2017/6/27,2.18,0.23,2.73,0.82,1.2,3.2,1.077,2.1025
2017/6/28,2.2,0.24,2.76,0.82,1.26,3.2425,1.143,2.185
2017/6/29,2.24,0.24,2.88,0.88,1.34,3.323,1.1925,2.2125
2017/6/30,2.28,0.26,2.91,0.9,1.33,3.3498,1.233,2.2525
2017/7/3,2.32,0.26,2.91,0.91,1.33,3.41,1.2145,2.3015
2017/7/4,2.32,0.27,2.86,0.92,1.31,3.3717,1.1835,2.298
2017/7/5,2.31,0.28,2.84,0.92,1.33,3.345,1.2185,2.32
2017/7/6,2.35,0.3,2.9,0.99,1.39,3.37,1.3035,2.355
2017/7/7,2.35,0.29,2.94,1,1.37,3.4047,1.255,2.4015
2017/7/10,2.34,0.3,2.93,0.97,1.33,3.4116,1.267,2.3825
2017/7/11,2.31,0.31,2.93,0.96,1.34,3.4,1.273,2.3825
2017/7/12,2.27,0.3,2.9,0.94,1.32,3.3445,1.255,2.3175
2017/7/13,2.3,0.28,2.9,0.95,1.34,3.3525,1.2795,2.265
2017/7/14,2.28,0.27,2.9,0.95,1.35,3.3599,1.273,2.25
2017/7/17,2.26,0.27,2.91,0.95,1.32,3.35,1.277,2.1915
2017/7/18,2.2,0.26,2.9,0.93,1.28,3.3389,1.245,2.219
2017/7/19,2.23,0.26,2.92,0.91,1.25,3.31,1.2145,2.25
2017/7/20,2.23,0.26,2.94,0.92,1.26,3.3,1.2135,2.2675
2017/7/21,2.21,0.25,2.88,0.9,1.23,3.27,1.187,2.214
2017/7/24,2.22,0.25,2.89,0.9,1.24,3.29,1.1885,2.185
2017/7/25,2.3,0.26,2.94,0.95,1.31,3.33,1.2305,2.1975
2017/7/26,2.25,0.26,2.88,0.94,1.3,3.3,1.215,2.2375
2017/7/27,2.27,0.25,2.9,0.93,1.27,3.2825,1.2215,2.21
2017/7/28,2.25,0.26,2.88,0.95,1.28,3.2823,1.2705,2.22375
2017/7/31,2.25,0.26,2.88,0.95,1.29,3.29,1.2975,2.213
2017/8/1,2.21,0.26,2.86,0.9,1.27,3.285,1.273,2.244
2017/8/2,2.23,0.26,2.87,0.89,1.29,3.275,1.242,2.235
2017/8/3,2.19,0.26,2.81,0.87,1.21,3.2424,1.225,2.23
2017/8/4,2.23,0.25,2.85,0.88,1.24,3.185,1.232,2.205
2017/8/7,2.21,0.26,2.83,0.87,1.2,3.208,1.217,2.235
2017/8/8,2.23,0.26,2.83,0.89,1.21,3.165,1.211,2.225
2017/8/9,2.21,0.25,2.82,0.85,1.18,3.1632,1.1725,2.2265
2017/8/10,2.16,0.25,2.79,0.83,1.15,3.19,1.1685,2.22
2017/8/11,2.15,0.25,2.78,0.81,1.14,3.125,1.1565,2.185
2017/8/14,2.17,0.24,2.8,0.84,1.15,3.135,1.1925,2.2175
2017/8/15,2.22,0.24,2.83,0.85,1.16,3.1641,1.25,2.2525
2017/8/16,2.18,0.23,2.81,0.86,1.18,3.174,1.2395,2.27
2017/8/17,2.14,0.23,2.79,0.84,1.17,3.145,1.2145,2.245
2017/8/18,2.14,0.22,2.78,0.84,1.17,3.1325,1.1875,2.208
2017/8/21,2.13,0.22,2.8,0.82,1.16,3.145,1.1745,2.215
2017/8/22,2.16,0.23,2.84,0.82,1.17,3.1474,1.187,2.234
2017/8/23,2.1,0.22,2.81,0.81,1.14,3.16,1.182,2.2565
2017/8/24,2.13,0.21,2.81,0.82,1.14,3.14,1.1725,2.2605
2017/8/25,2.11,0.21,2.8,0.82,1.14,3.1271,1.1865,2.29
2017/8/28,2.1,0.21,2.81,0.82,1.14,3.13,1.1775,2.2475
2017/8/29,2.07,0.2,2.8,0.79,1.1,3.0875,1.152,2.2075
2017/8/30,2.08,0.21,2.82,0.79,1.12,3.125,1.167,2.2125
2017/8/31,2.07,0.21,2.82,0.79,1.13,3.155,1.1565,2.2155
2017/9/1,2.12,0.2,2.84,0.8,1.15,3.1275,1.181,2.2155
2017/9/4,2.12,0.2,2.8,0.79,1.15,3.1025,1.1815,2.1925
2017/9/5,2.01,0.2,2.78,0.76,1.09,3.1169,1.156,2.199
2017/9/6,2.07,0.19,2.82,0.78,1.11,3.085,1.1485,2.1325
2017/9/7,2,0.2,2.75,0.77,1.07,3.075,1.115,2.11
2017/9/8,2.01,0.19,2.75,0.78,1.09,3.0352,1.0965,2.0675
2017/9/11,2.09,0.2,2.82,0.79,1.13,3.0889,1.1065,2.12
2017/9/12,2.12,0.23,2.85,0.84,1.23,3.065,1.1515,2.1625
2017/9/13,2.15,0.23,2.86,0.84,1.23,3.1013,1.155,2.15
2017/9/14,2.16,0.23,2.93,0.86,1.33,3.16,1.1795,2.1775
2017/9/15,2.17,0.22,2.96,0.87,1.37,3.1876,1.2175,2.2175
2017/9/18,2.2,0.22,2.99,0.89,1.36,3.2406,1.233,2.2225
2017/9/19,2.21,0.23,3,0.88,1.4,3.2575,1.2135,2.254
2017/9/20,2.24,0.23,3.04,0.87,1.41,3.2811,1.2015,2.24
2017/9/21,2.25,0.23,2.99,0.89,1.42,3.295,1.2305,2.2825
2017/9/22,2.22,0.23,2.96,0.88,1.41,3.24,1.2375,2.2715
2017/9/25,2.19,0.23,2.94,0.85,1.37,3.1925,1.215,2.255
2017/9/26,2.2,0.23,2.95,0.86,1.39,3.1741,1.2315,2.254
2017/9/27,2.27,0.26,2.98,0.91,1.42,3.2449,1.278,2.33
2017/9/28,2.27,0.27,2.99,0.91,1.41,3.255,1.293,2.3975
2017/9/29,2.29,0.26,3,0.91,1.42,3.2641,1.263,2.3465
2017/10/2,2.3,0.28,3.01,0.9,1.39,3.2895,1.268,2.402
2017/10/3,2.28,0.27,2.99,0.91,1.4,3.265,1.2841,2.372
2017/10/4,2.28,0.26,2.97,0.91,1.42,3.26,1.265,2.325
2017/10/5,2.3,0.25,2.98,0.89,1.42,3.2321,1.253,2.3125
2017/10/6,2.32,0.27,2.99,0.91,1.4,3.2577,1.295,2.3415
2017/10/9,2.32,0.27,2.98,0.89,1.39,3.2625,1.27,2.317
2017/10/10,2.32,0.26,2.98,0.89,1.39,3.2675,1.268,2.2785
2017/10/11,2.3,0.26,2.96,0.91,1.41,3.2544,1.2875,2.285
2017/10/12,2.28,0.25,2.94,0.89,1.4,3.2241,1.253,2.278
2017/10/13,2.24,0.26,2.92,0.87,1.39,3.24,1.213,2.28
2017/10/16,2.28,0.26,2.93,0.84,1.36,3.2009,1.1965,2.2425
2017/10/17,2.28,0.26,2.91,0.83,1.31,3.1965,1.1875,2.2725
2017/10/18,2.32,0.25,2.91,0.85,1.35,3.2075,1.1965,2.277
2017/10/19,2.3,0.25,2.91,0.86,1.32,3.175,1.1615,2.2975
2017/10/20,2.36,0.26,2.96,0.9,1.37,3.2043,1.1975,2.3575
2017/10/23,2.34,0.26,2.92,0.88,1.35,3.2115,1.198,2.4125
2017/10/24,2.4,0.26,2.96,0.92,1.38,3.1975,1.2235,2.404
2017/10/25,2.41,0.26,2.94,0.92,1.43,3.2125,1.2525,2.485
2017/10/26,2.44,0.26,2.96,0.88,1.42,3.2575,1.215,2.4515
2017/10/27,2.38,0.26,2.9,0.86,1.4,3.25,1.195,2.465
2017/10/30,2.35,0.26,2.86,0.84,1.38,3.16,1.1655,2.4
2017/10/31,2.35,0.26,2.86,0.84,1.38,3.16,1.16,2.37
2017/11/1,2.35,0.26,2.86,0.85,1.39,3.1775,1.173,2.3815
2017/11/2,2.33,0.25,2.81,0.84,1.32,3.145,1.175,2.359
2017/11/3,2.31,0.25,2.77,0.84,1.32,3.1238,1.17,2.3575
2017/11/6,2.29,0.23,2.79,0.81,1.32,3.1272,1.1395,2.32
2017/11/7,2.29,0.23,2.79,0.81,1.28,3.1525,1.148,2.328
2017/11/8,2.31,0.23,2.79,0.81,1.3,3.1825,1.1365,2.315
2017/11/9,2.32,0.23,2.83,0.84,1.33,3.1975,1.171,2.3225
2017/11/10,2.38,0.24,2.82,0.88,1.39,3.205,1.1885,2.3675
2017/11/13,2.39,0.25,2.83,0.88,1.37,3.2325,1.19,2.3875
2017/11/14,2.36,0.24,2.83,0.86,1.36,3.2075,1.162,2.4075
2017/11/15,2.31,0.24,2.75,0.84,1.34,3.155,1.135,2.3525
2017/11/16,2.37,0.25,2.8,0.84,1.36,3.165,1.135,2.3475
2017/11/17,2.34,0.24,2.75,0.83,1.35,3.1425,1.126,2.3265
2017/11/20,2.36,0.24,2.77,0.84,1.34,3.1425,1.1185,2.2825
2017/11/21,2.36,0.24,2.75,0.82,1.33,3.12,1.1115,2.29
2017/11/22,2.32,0.24,2.71,0.82,1.34,3.088,1.1045,2.274
2017/11/23,2.32,0.24,2.71,0.81,1.32,3.0977,1.09,2.25
2017/11/24,2.34,0.25,2.72,0.82,1.32,3.105,1.1045,2.265
2017/11/27,2.32,0.26,2.71,0.8,1.31,3.1185,1.098,2.2765
2017/11/28,2.32,0.26,2.69,0.81,1.37,3.1114,1.0885,2.265
2017/11/29,2.38,0.26,2.71,0.85,1.4,3.0877,1.125,2.275
2017/11/30,2.41,0.27,2.73,0.83,1.4,3.0888,1.118,2.2945
2017/12/1,2.36,0.26,2.69,0.79,1.32,3.08,1.11,2.29
2017/12/4,2.39,0.26,2.72,0.81,1.38,3.1025,1.0935,2.29
2017/12/5,2.37,0.27,2.73,0.79,1.34,3.097,1.088,2.269
2017/12/6,2.36,0.27,2.7,0.78,1.32,3.075,1.0715,2.2225
2017/12/7,2.38,0.25,2.71,0.79,1.35,3.0925,1.0845,2.23
2017/12/8,2.39,0.25,2.7,0.8,1.34,3.0833,1.083,2.2575
2017/12/11,2.4,0.25,2.75,0.79,1.32,3.1346,1.0565,2.2525
2017/12/12,2.41,0.25,2.73,0.81,1.27,3.1345,1.093,2.234
2017/12/13,2.35,0.25,2.68,0.8,1.3,3.09,1.0925,2.235
2017/12/14,2.35,0.25,2.7,0.79,1.24,3.0892,1.108,2.2055
2017/12/15,2.34,0.24,2.72,0.78,1.24,3.0775,1.115,2.139
2017/12/18,2.38,0.24,2.75,0.79,1.24,3.095,1.105,2.148
2017/12/19,2.44,0.24,2.84,0.85,1.3,3.145,1.1275,2.15
2017/12/20,2.48,0.26,2.85,0.87,1.32,3.145,1.1725,2.1925
2017/12/21,2.47,0.26,2.85,0.88,1.33,3.1575,1.1835,2.2125
2017/12/22,2.46,0.26,2.89,0.89,1.31,3.1625,1.1775,2.2
2017/12/25,2.46,0.25,2.89,0.89,1.31,3.1625,1.1775,2.2
2017/12/26,2.45,0.26,2.89,0.89,1.31,3.1625,1.175,2.2
2017/12/27,2.4,0.27,2.82,0.86,1.26,3.1375,1.1675,2.174
2017/12/28,2.42,0.27,2.83,0.89,1.29,3.1525,1.185,2.18
2017/12/29,2.4,0.26,2.8,0.89,1.27,3.135,1.2025,2.155
2018/1/1,2.4,0.26,2.81,0.89,1.27,3.135,1.2025,2.155
2018/1/2,2.44,0.26,2.86,0.91,1.35,3.18,1.2205,2.158
2018/1/3,2.43,0.26,2.82,0.89,1.29,3.1525,1.2065,2.1915
2018/1/4,2.45,0.27,2.79,0.88,1.3,3.1328,1.2035,2.1925
2018/1/5,2.47,0.27,2.8,0.89,1.33,3.125,1.1885,2.1775
2018/1/8,2.47,0.27,2.8,0.88,1.32,3.135,1.179,2.1915
2018/1/9,2.54,0.28,2.88,0.9,1.35,3.1953,1.211,2.2125
2018/1/10,2.54,0.3,2.89,0.92,1.36,3.2084,1.256,2.26
2018/1/11,2.53,0.28,2.9,0.96,1.38,3.2067,1.295,2.2165
2018/1/12,2.54,0.27,2.9,0.96,1.4,3.2,1.298,2.2
2018/1/15,2.54,0.28,2.92,0.98,1.4,3.23,1.3035,2.17
2018/1/16,2.55,0.28,2.9,0.95,1.38,3.208,1.2805,2.164
2018/1/17,2.6,0.29,2.96,0.95,1.38,3.2386,1.293,2.1975
2018/1/18,2.64,0.29,2.99,0.96,1.4,3.255,1.3095,2.245
2018/1/19,2.72,0.29,3.02,0.97,1.42,3.2859,1.318,2.28
2018/1/22,2.7,0.29,3.03,0.97,1.44,3.295,1.333,2.345
2018/1/23,2.64,0.28,2.96,0.97,1.44,3.2575,1.3165,2.3205
2018/1/24,2.68,0.29,3,0.98,1.49,3.26,1.338,2.308
2018/1/25,2.64,0.29,2.98,1,1.49,3.23,1.36,2.3025
2018/1/26,2.68,0.29,3.01,1.01,1.53,3.22,1.3695,2.2725
2018/1/29,2.72,0.3,3.01,1.07,1.54,3.2585,1.4065,2.3625
2018/1/30,2.74,0.3,3.02,1.07,1.55,3.265,1.4005,2.438
2018/1/31,2.73,0.3,2.98,1.07,1.59,3.255,1.3995,2.39
2018/2/1,2.83,0.31,3.02,1.09,1.61,3.2875,1.4255,2.455
2018/2/2,2.88,0.31,3.04,1.12,1.65,3.2775,1.46,2.51
2018/2/5,2.72,0.31,2.98,1.1,1.62,3.3165,1.4475,2.5275
2018/2/6,2.83,0.3,3.02,1.08,1.59,3.28,1.413,2.4765
2018/2/7,2.86,0.3,3.02,1.11,1.61,3.293,1.4305,2.435
2018/2/8,2.84,0.3,3.01,1.12,1.65,3.285,1.484,2.505
2018/2/9,2.86,0.3,3,1.12,1.62,3.2775,1.455,2.535
2018/2/12,2.87,0.3,3.04,1.16,1.67,3.3094,1.4715,2.5775
2018/2/13,2.84,0.3,3.01,1.15,1.68,3.2892,1.467,2.529
2018/2/14,2.92,0.29,3.08,1.16,1.71,3.305,1.48,2.525
2018/2/15,2.92,0.29,3.08,1.17,1.71,3.28,1.48,2.565
2018/2/16,2.89,0.28,3.05,1.13,1.65,3.285,1.452,2.564
2018/2/19,2.9,0.29,3.05,1.15,1.68,3.28,1.4565,2.555
2018/2/20,2.9,0.29,3.06,1.15,1.66,3.2775,1.42,2.6315
2018/2/21,2.98,0.29,3.06,1.13,1.64,3.295,1.392,2.60875
2018/2/22,2.94,0.28,3,1.13,1.63,3.255,1.372,2.6415
2018/2/23,2.88,0.27,2.96,1.09,1.61,3.26,1.332,2.615
2018/2/26,2.86,0.27,2.94,1.09,1.6,3.218,1.3265,2.57
2018/2/27,2.91,0.27,2.96,1.1,1.64,3.2473,1.335,2.57
2018/2/28,2.88,0.27,2.94,1.08,1.59,3.215,1.3175,2.585
2018/3/1,2.82,0.27,2.88,1.08,1.56,3.16,1.3055,2.54
2018/3/2,2.88,0.28,2.94,1.08,1.57,3.1875,1.311,2.49
2018/3/5,2.89,0.26,2.95,1.09,1.61,3.2,1.3195,2.4765
2018/3/6,2.9,0.26,2.99,1.1,1.63,3.26,1.3595,2.506
2018/3/7,2.9,0.26,3,1.08,1.61,3.255,1.347,2.5135
2018/3/8,2.89,0.27,2.96,1.06,1.58,3.235,1.3375,2.5575
2018/3/9,2.92,0.27,2.98,1.07,1.61,3.2275,1.3325,2.584
2018/3/12,2.91,0.27,2.98,1.07,1.61,3.27,1.3185,2.61
2018/3/13,2.89,0.27,2.96,1.06,1.6,3.255,1.315,2.585
2018/3/14,2.86,0.27,2.93,1.03,1.55,3.225,1.295,2.54
2018/3/15,2.87,0.26,2.9,1.01,1.54,3.2025,1.2795,2.5125
2018/3/16,2.89,0.26,2.91,1.01,1.54,3.185,1.265,2.5175
2018/3/19,2.89,0.26,2.89,1.02,1.55,3.1975,1.2825,2.555
2018/3/20,2.93,0.26,2.91,1.03,1.59,3.185,1.2935,2.579
2018/3/21,2.93,0.26,2.91,1.04,1.63,3.19,1.3045,2.5925
2018/3/22,2.87,0.26,2.87,1,1.56,3.1525,1.2565,2.5525
2018/3/23,2.84,0.24,2.86,1,1.57,3.105,1.2645,2.5275
2018/3/26,2.89,0.24,2.91,1,1.56,3.138,1.2635,2.565
2018/3/27,2.79,0.25,2.83,0.97,1.54,3.135,1.24,2.538
2018/3/28,2.81,0.25,2.81,0.97,1.51,3.0725,1.2235,2.475
2018/3/29,2.78,0.26,2.82,0.96,1.49,3.06,1.2135,2.478
2018/3/30,2.78,0.26,2.82,0.96,1.5,3.06,1.2125,2.478
2018/4/2,2.76,0.26,2.82,0.96,1.5,3.06,1.21,2.45875
2018/4/3,2.81,0.25,2.83,0.96,1.51,3.0725,1.2045,2.4665
2018/4/4,2.84,0.25,2.85,0.95,1.53,3.0975,1.1895,2.454
2018/4/5,2.87,0.26,2.89,0.98,1.57,3.1325,1.2165,2.49
2018/4/6,2.81,0.26,2.84,0.95,1.55,3.138,1.2155,2.4975
2018/4/9,2.81,0.25,2.85,0.95,1.55,3.13,1.2045,2.5
2018/4/10,2.83,0.25,2.89,0.95,1.54,3.1575,1.2035,2.5075
2018/4/11,2.82,0.24,2.86,0.95,1.53,3.1539,1.1985,2.5025
2018/4/12,2.88,0.25,2.92,0.96,1.58,3.1425,1.1915,2.492
2018/4/13,2.86,0.25,2.92,0.95,1.56,3.1901,1.198,2.519
2018/4/16,2.86,0.26,2.93,0.97,1.58,3.215,1.207,2.53
2018/4/17,2.86,0.26,2.93,0.95,1.55,3.185,1.195,2.5255
2018/4/18,2.9,0.25,2.97,0.96,1.54,3.16,1.2015,2.51
2018/4/19,2.94,0.26,2.98,1.02,1.63,3.1972,1.262,2.5625
2018/4/20,3,0.27,2.97,1.02,1.61,3.218,1.27,2.614
2018/4/23,3,0.28,3.05,1.04,1.65,3.283,1.3185,2.7005
2018/4/24,3.03,0.27,3.03,1.04,1.64,3.255,1.323,2.658
2018/4/25,3.06,0.29,3.05,1.05,1.65,3.293,1.32,2.705
2018/4/26,3.01,0.28,3,1.02,1.63,3.29,1.2785,2.7005
2018/4/27,2.99,0.27,2.97,1,1.58,3.2525,1.2485,2.685
2018/4/30,2.99,0.27,2.93,0.99,1.56,3.1925,1.253,2.664
2018/5/1,2.99,0.26,2.95,0.99,1.55,3.1775,1.2525,2.664
2018/5/2,3,0.26,2.96,1.01,1.6,3.22,1.2555,2.7065
2018/5/3,2.98,0.26,2.93,0.97,1.55,3.205,1.22,2.67
2018/5/4,2.98,0.26,2.93,0.97,1.55,3.2125,1.235,2.649
2018/5/7,2.99,0.26,2.91,0.96,1.56,3.2,1.229,2.6725
2018/5/8,3.01,0.26,2.94,1,1.58,3.19,1.2575,2.6875
2018/5/9,3.04,0.27,2.96,1,1.61,3.223,1.281,2.736
2018/5/10,3.01,0.27,2.93,0.99,1.58,3.18,1.2875,2.7175
2018/5/11,3,0.27,2.95,1,1.6,3.1575,1.287,2.67
2018/5/14,3.03,0.27,2.97,1.04,1.62,3.1475,1.3145,2.655
2018/5/15,3.1,0.28,3.03,1.07,1.66,3.198,1.3195,2.7225
2018/5/16,3.13,0.28,3.05,1.06,1.66,3.2213,1.3025,2.7425
2018/5/17,3.14,0.29,3.07,1.08,1.71,3.2575,1.3045,2.78
2018/5/18,3.09,0.28,3.01,1.04,1.65,3.275,1.29,2.765
2018/5/21,3.1,0.28,3.02,1.02,1.65,3.225,1.273,2.7565
2018/5/22,3.09,0.28,3.01,1.03,1.67,3.215,1.2795,2.7405
2018/5/23,3.03,0.27,2.97,1,1.62,3.1322,1.2485,2.695
2018/5/24,3.01,0.28,2.98,0.97,1.59,3.145,1.22,2.695
2018/5/25,2.97,0.27,2.93,0.93,1.51,3.1375,1.1375,2.675
2018/5/28,2.97,0.27,2.88,0.9,1.51,3.135,1.111,2.67
2018/5/29,2.82,0.26,2.78,0.87,1.44,3.115,1.095,2.6725
2018/5/30,2.9,0.26,2.87,0.92,1.48,3.1017,1.1465,2.6075
2018/5/31,2.91,0.26,2.89,0.9,1.46,3.0932,1.157,2.599
2018/6/1,2.96,0.27,2.92,0.93,1.51,3.1325,1.18,2.63
2018/6/4,3,0.28,2.94,0.95,1.54,3.113,1.207,2.64
2018/6/5,2.99,0.27,2.91,0.94,1.51,3.155,1.191,2.63
2018/6/6,3.03,0.27,2.99,1,1.6,3.2025,1.1975,2.654
2018/6/7,2.98,0.27,2.97,1.02,1.6,3.233,1.2725,2.685
2018/6/8,3.01,0.27,2.98,1.01,1.59,3.21,1.2405,2.665
2018/6/11,3.02,0.27,2.96,1.02,1.61,3.21,1.268,2.6965
2018/6/12,3.02,0.28,2.96,1,1.6,3.2025,1.254,2.695
2018/6/13,3.03,0.27,2.95,0.99,1.59,3.202,1.2375,2.68
2018/6/14,3,0.27,2.88,0.95,1.54,3.1725,1.2015,2.65
2018/6/15,2.98,0.26,2.89,0.92,1.55,3.135,1.155,2.65
2018/6/18,2.98,0.26,2.87,0.91,1.55,3.1243,1.1375,2.619
2018/6/19,2.97,0.26,2.85,0.88,1.52,3.1,1.1175,2.585
2018/6/20,3,0.26,2.88,0.9,1.54,3.1125,1.133,2.618
2018/6/21,2.96,0.26,2.83,0.88,1.51,3.145,1.133,2.645
2018/6/22,2.96,0.26,2.83,0.89,1.56,3.12,1.1335,2.645
2018/6/25,2.95,0.25,2.82,0.89,1.54,3.105,1.135,2.6115
2018/6/26,2.95,0.26,2.84,0.9,1.55,3.09,1.1615,2.62
2018/6/27,2.9,0.26,2.81,0.89,1.51,3.058,1.1405,2.6
2018/6/28,2.91,0.25,2.83,0.88,1.51,3.03,1.1325,2.6015
2018/6/29,2.93,0.25,2.84,0.88,1.52,3.0175,1.1205,2.594
2018/7/2,2.95,0.25,2.81,0.88,1.51,3.01,1.1065,2.5675
2018/7/3,2.91,0.25,2.78,0.86,1.49,3.0075,1.142,2.5865
2018/7/4,2.91,0.25,2.81,0.87,1.53,3.005,1.16,2.545
2018/7/5,2.91,0.25,2.79,0.86,1.51,3.005,1.163,2.529
2018/7/6,2.9,0.24,2.81,0.86,1.53,3.0375,1.145,2.48
2018/7/9,2.94,0.24,2.82,0.87,1.52,3.038,1.152,2.495
2018/7/10,2.93,0.25,2.82,0.88,1.55,3.05,1.1485,2.50375
2018/7/11,2.92,0.25,2.81,0.88,1.54,3.04,1.14,2.465
2018/7/12,2.92,0.25,2.82,0.88,1.53,3.0375,1.1185,2.5
2018/7/13,2.89,0.25,2.81,0.87,1.52,3.0275,1.1035,2.4865
2018/7/16,2.92,0.25,2.85,0.88,1.52,3.015,1.12,2.445
2018/7/17,2.93,0.25,2.84,0.87,1.51,3.0775,1.12,2.469
2018/7/18,2.94,0.26,2.83,0.86,1.48,3.025,1.1135,2.465
2018/7/19,2.91,0.25,2.81,0.86,1.44,3.02,1.1085,2.5
2018/7/20,2.96,0.25,2.86,0.89,1.5,2.99,1.1215,2.47
2018/7/23,3.01,0.3,2.9,0.91,1.52,3.025,1.147,2.49
2018/7/24,3,0.3,2.9,0.9,1.52,3.06,1.1435,2.515
2018/7/25,3.03,0.29,2.9,0.9,1.52,3.04,1.155,2.475
2018/7/26,3.03,0.31,2.86,0.91,1.53,3.055,1.1725,2.5
2018/7/27,3.01,0.32,2.82,0.92,1.54,3.025,1.188,2.53
2018/7/30,3.04,0.32,2.85,0.94,1.59,3.025,1.243,2.545
2018/7/31,3.03,0.3,2.86,0.94,1.59,3.04,1.2205,2.555
2018/8/1,3.08,0.36,2.92,0.97,1.63,3.048,1.2465,2.5675
2018/8/2,3.06,0.35,2.9,0.96,1.64,3.0675,1.229,2.598
2018/8/3,3.02,0.33,2.88,0.93,1.59,3.05,1.2065,2.58
2018/8/6,3.01,0.33,2.86,0.92,1.57,3.0175,1.1845,2.547
2018/8/7,3.03,0.34,2.88,0.93,1.59,3.0025,1.196,2.54
2018/8/8,3.02,0.34,2.86,0.93,1.58,3.015,1.1785,2.547
2018/8/9,2.98,0.34,2.82,0.91,1.56,2.91,1.156,2.5505
2018/8/10,2.93,0.33,2.78,0.88,1.52,2.8725,1.117,2.505
2018/8/13,2.94,0.32,2.79,0.87,1.53,2.865,1.12,2.495
2018/8/14,2.97,0.33,2.8,0.88,1.53,2.89,1.1205,2.5225
2018/8/15,2.93,0.32,2.75,0.86,1.51,2.875,1.116,2.5225
2018/8/16,2.94,0.33,2.75,0.87,1.51,2.895,1.1215,2.49
2018/8/17,2.93,0.32,2.75,0.86,1.51,2.89,1.118,2.4815
2018/8/20,2.9,0.32,2.72,0.86,1.5,2.88,1.1135,2.48
2018/8/21,2.9,0.31,2.76,0.88,1.54,2.8875,1.127,2.459
2018/8/22,2.9,0.32,2.74,0.87,1.53,2.8675,1.1175,2.459
2018/8/23,2.9,0.32,2.73,0.88,1.53,2.863,1.1125,2.4465
2018/8/24,2.89,0.32,2.74,0.88,1.53,2.858,1.1205,2.4525
2018/8/27,2.92,0.31,2.77,0.9,1.53,2.868,1.135,2.4205
2018/8/28,2.95,0.32,2.79,0.9,1.55,2.885,1.1395,2.44
2018/8/29,2.96,0.32,2.77,0.91,1.58,2.8875,1.1535,2.454
2018/8/30,2.93,0.33,2.73,0.88,1.57,2.835,1.145,2.47
2018/8/31,2.93,0.34,2.69,0.87,1.55,2.8275,1.127,2.455
2018/9/3,2.93,0.34,2.7,0.87,1.52,2.8125,1.1275,2.46375
2018/9/4,2.96,0.34,2.74,0.88,1.54,2.803,1.1485,2.466
2018/9/5,2.96,0.33,2.74,0.9,1.55,2.81,1.155,2.48
